tag,stemtag,species,dbh.2008,dbh.2013,quadrat,lx,ly,codes,dendrometer.height,Nail.height,dendro.diameter.2011,5/9/2011,5/13/2011,5/16/2011,5/24/2011,6/6/2011,6/13/2011,6/20/2011,6/27/2011,7/5/2011,7/11/2011,7/18/2011,7/25/2011,8/1/2011,8/8/2011,8/22/2011,9/6/2011,9/19/2011,10/5/2011,10/16/2011,11/1/2011,11/17/2011,Notes 2011,,4/11/2012,4/25/2012,5/8/2012,5/22/2012,6/5/2012,6/19/2012,7/2/2012,7/16/2012,7/30/2012,8/14/2012,8/28/2012,9/10/2012,9/24/2012,10/9/2012,10/23/2012,11/26/2012,Notes 2012,,DBH_mm (March 2013),4/8/2013,4/23/2013,5/6/2013,5/20/2013,6/3/2013,6/17/2013,7/1/2013,7/15/2013,7/29/2013,8/12/2013,8/26/2013,9/9/2013,9/23/2013,10/9/2013,Notes 2013,,3/24/2014,4/14/2014,5/1/2014,5/13/2014,5/27/2014,6/10/2014,6/23/2014,7/7/2014,7/21/2014,8/4/2014,8/18/2014,9/2/2014,9/15/2014,10/27/2014,Notes 2014,,3/22/2015,4/23/2015,5/7/2015,5/19/2015,6/3/2015,6/16/2015,7/1/2015,7/14/2015,7/28/2015,8/11/2015,8/25/2015,9/16/2015,Notes in 2015,,4/6/2016,5/12/2016,5/26/2016,6/9/2016,6/23/2016,7/7/2016,7/21/2016,8/4/2016,8/18/2016,9/1/2016,9/13/2016,9/29/2016,10/13/2016,10/27/2016,Notes in 2016,,4/18/2017,5/18/2017,6/2/2017,6/21/2017,6/30/2017,7/13/2017,7/31/2017,8/10/2017,8/17/2017,9/11/2017,9/21/2017,11/16/2017,Notes in 2017,,3/9/2018,4/6/2018,4/26/2018,5/15/2018,5/29/2018,6/14/2018,6/29/2018,7/12/2018,7/26/2018,8/9/2018,8/23/2018,notes 2018,location 2
72324,1,litu,644.8,667.2000122,726,14.4,6.6,,1.31,1.37,648,38.77,38.82,40.29,42.33,45.36,48.19,51.98,50.04,50.12,51.71,52.61,50.94,52.47,54.41,53.44,55,55.19,55.04,55.13,55.12,55.26,,,54.25,65.16,55.27,56.72,59.57,62.6,65.4,66.66,67.54,68.27,69.25,69.38,69.52,70.01,69.5,69.49,,,664.3,68.7,68.75,69.09,69.61,73.2,78.23,81.96,87.25,87.91,90.83,91.81,92.21,91.68,91.73,,,91.5,92.33,91.76,90.95,91.84,96.81,101.21,103.82,106.03,107.25,108.71,109.13,109.3,109.6,,,109,108.09,108.06,109.42,113.18,115.91,119.1,121.24,122.43,122.86,122.89,123.05,,,122.81,124.68,124.44,125.34,129.95,133.28,134.69,136.09,136.37,135.69,135.21,136.4,136.58,135.53,,,134.72,135.96,137.67,142.08,143.62,145.5,147.82,147.55,148.48,147.78,147.66,148.67,,,148.09,147.41,147.94,148.32,149.84,6.7,10.6,11.95,14.47,15.73,15.75,replaced 6/12,North
72337,1,quru,877.7,905.7999878,727,7.9,2.6,,1.36,1.47,883,50.68,50.78,52.24,52.44,53.76,55.24,55.08,55.62,55.62,56.4,56.71,56.92,56.55,57.16,57.87,59,59.12,59.55,59.42,59.94,59.82,,,63.63,67.26,67.71,70.71,71.29,73.08,74.71,75.63,76.94,77.47,77.87,78.55,80.49,82.75,82.92,83.51,,,903.1,83.03,83.72,84.28,85.49,88.07,89.29,89.37,92.24,92.72,94.14,95.33,95.59,95.48,95.29,,,97.01,99.87,102.04,102.28,104.28,107.31,108.17,109.11,109.63,110.75,112.08,112.53,112.95,113.22,,,115,117.03,117.9,120.08,122.32,122.98,125.67,127.94,128.87,128.92,129.6,130.94,,,133.97,139.18,140.1,140.7,142.79,144.16,144.87,145.97,146.98,146.94,146.93,147.96,148.47,148.41,,,152.4,156.59,157.28,159.5,160.08,163.17,8.99,9.09,9.41,10.26,10.46,11.53,"change band, replaced 7/27",,10.94,11.4,15.71,17.54,19.15,20.38,21.84,22.25,23.23,23.36,24.27,,North
72348,1,quru,915.9,946.5999756,727,12,15.1,,1.5,1.53,919,66.99,67.22,69.05,69.91,71.4,73.97,72.67,74.34,74.3,74.71,75.1,74.61,75.38,76.11,76.39,78.2,77.83,78.16,78.4,78.5,78.64,,,81.58,83.76,84.73,86.72,87.69,87.75,90.15,91.84,92.42,92.63,93.15,94.08,98.89,98.93,99.06,99.18,,,942.9,97.33,97.82,98.12,99.19,101.22,102.46,103.07,104.91,105.32,106.18,106.68,107.01,106.87,106.71,,,108.29,109.76,111.3,111.83,113.18,115.35,116.52,117.26,118.1,118.69,119.88,120.14,120.2,120.75,,,121.39,123.46,124.32,126.05,127.55,128.8,130.65,131.93,132.28,132.83,132.83,132.65,,,137.1,140.86,141.76,142.24,144.38,145.75,146.5,147.73,148.36,148.32,148.44,149.14,149.82,149.64,,,156.6,157.53,158.01,162,162.36,163.76,132.12,131.73,132.12,131.98,131.78,132.16,"change band, replaced 7/27",,134.16,132.63,133.46,136.34,138.47,140.72,141.72,142.67,143.05,143.03,152.2,,North
72357,1,quru,814.9,881.2999878,728,1.7,2,,1.4,1.48,820,75.11,75.59,78.33,81,84.42,86.98,86.95,88.23,88.24,89.9,90.83,90.89,91.83,92.67,94.04,96,96.43,97.74,97.94,98.17,97.52,,,103.25,107.49,100.4,112.76,114.87,118.57,120.41,122.89,123.79,126.96,129.07,130.13,131.29,132.12,131.93,131.99,,,858.5,10.83,14.48,17.34,21.09,26.36,29.77,30.87,34.79,35.37,38.57,40.25,40.58,41.43,41.08,,,42.26,45.02,48.25,50.84,54.48,60.91,64.03,67.12,69.29,71.55,74.73,76.75,77.2,79.08,,,79.86,83.99,85.9,91.66,96.89,99.1,103.17,106.7,109.22,111,112.11,113.95,,,116.7,126.2,128.2,131.57,135.93,140.05,140.77,144.06,146.62,147.36,147.86,150.96,152.8,151.51,,,159.5,52.69,56.58,58.01,61.68,63.82,68.22,69.05,70.17,72.99,72.99,75.7,double checked 5/18,,74.69,74.72,78.11,84.71,87.95,93.56,96.38,97.38,101,103.64,106.03,,North
72408,1,qual,949.1,0,730,4.8,9.9,,1.4,1.72,944,29.35,29.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEAD,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEAD 2011,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEAD 2011,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEAD 2011,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEAD 2011,,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,North
72427,1,litu,1365.2,1422.300049,730,3.6,19.4,,1.4,1.5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,54.37,54.6,54.87,57.53,58,62.02,62.39,63.96,63.73,NA,NA,NA,NA,NA,NA,Replacing 72408,,1416.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Replacing 72408  Band broken, no band",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,6.41,NA,NA,NA,8.34,9.44,15.66,15.17,16.38,21.78,16.34,16.56,"new band 03/2015, band adjusted 8/11/15",,18.31,22.8,20.69,17.47,18.47,19.96,21.84,23.55,24.44,23.95,23.34,26.35,26.56,30.94,band adjusted 5/12; band adjusted 6/9; band adj. 10/27,,29.45,30.05,32.42,33.77,35.37,36.31,42.73,41.91,42.86,43.07,41.87,42.51,"band adjusted 5/18, adj needed 6/22, adjusted 7/27",,41.33,38.59,38.6,38.9,41.01,43.78,46.48,47.18,48.01,51.34,52.03,,North
80628,1,quru,532.8,544.5,811,7.5,3,,1.24,1.34,499.7,10.54,10.56,11.85,10.44,11.17,12.36,12.36,12.58,12.59,12.28,12.48,12.49,12.48,12.46,12.45,12,13.19,12.86,13.3,13.44,13.06,,,13.37,15.51,15.2,15.71,16.17,16.1,15.93,15.98,16.54,16.76,17.11,17.24,17.41,17.46,17.49,17.65,,,540.8,17.58,17.87,18.15,19.2,20.16,20.97,20.92,21.67,21.3,21.46,21.58,21.73,21.81,21.74,,,23.33,21.8,23.99,23.71,24.25,24.96,25.47,25.41,25.43,25.42,26.03,26.51,26.63,26.36,,,26.13,27.18,29.04,27.8,29.27,29.23,29.88,29.62,29.82,29.82,29.88,29.86,,,30.57,32.78,32.91,32.56,33.57,33.7,33.38,34.11,34.15,33.84,33.53,34.22,34.47,34.23,,,34.43,36.81,37.4,37.12,37.23,37.47,38.11,38.12,38.31,38.2,38.21,38.68,,,38.85,38.15,39.66,40.75,41,41.53,43.92,41.6,41.62,42.6,42.62,,South
82203,1,litu,611.3,627.7999878,822,8,9.4,,1.31,1.83,610,40.62,40.21,42.55,44.03,47.8,51.61,52.78,53.31,53.39,54.61,55.34,55.44,55.43,55.85,55.87,57,57.64,57.13,57.1,57.11,56.86,,,55.26,56.57,56.29,57.96,60.25,62.83,65.27,65.95,66.44,66.45,66.69,67.65,66.55,67.26,66.73,66.8,,,625,65.92,65.87,65.87,66.43,68.52,71.53,74.16,78.25,78.71,79.61,80.12,80.42,79.94,80.12,,,80.65,80.37,80.11,79.89,80.51,83.5,85.44,87.79,89.53,89.84,91.39,89.99,90.21,92.09,,,91.52,91.48,91.35,91.93,94,96.23,99.78,101.81,103.98,104.82,104.94,105.46,,,105.61,107.31,107.27,108.2,111.97,115.37,117.76,120.14,120.41,119.95,119.66,120.69,120.96,120.21,,,120.21,120.95,122.04,126.64,127.73,129.6,131.85,131.52,132.19,131.95,131.84,132.7,,,132.1,131.68,132.4,132.37,132.92,138.04,141.26,142.32,147,144.71,145.28,,North
82360,1,litu,583.5,604.5,829,2.3,0.7,,1.23,1.53,594,37.02,37.34,39.58,40.56,43.47,45.86,45.21,46.77,46.75,48.43,48.93,49.09,49.74,50.5,51.01,51.5,51.57,51.67,50.99,51.05,51.13,,,49.31,50.86,50.93,53.31,55.15,58.25,59.26,60.25,60.46,59.8,60.25,61.03,60.63,61.03,60.55,60.11,,,602.1,58.98,59.42,59.41,60.05,62.9,65.61,67.63,71.69,72.23,72.4,72.86,73.14,72.14,72.33,,,71.12,72.63,72.32,71.3,72.02,76.88,79.5,81.54,83.06,83.76,89.26,85.43,85.49,84.02,,,85,84.57,84.3,86.41,89.87,91.5,95.36,97.47,99.03,98.98,99.02,99.36,,,98.99,101.12,100.61,101.65,106.38,109.08,110.44,112.25,112.96,111.84,111.74,113.22,113.3,112.2,,,110.8,112.91,114.8,114.82,119.17,120.02,122.65,122.53,123.03,122.75,122.71,123.7,,,122.65,122.01,123.39,123.4,124.83,8.24,11.1,11.68,14.15,14.38,15.54,replaced 6/12,North
82365,1,qual,428.0,438.1000061,829,4.9,4.7,,1.21,1.52,432,17.53,17.72,18.41,18.38,19.3,19.89,19.41,20.2,20.39,20.6,20.7,20.53,20.86,21.01,21.49,22,22.4,22.23,22.47,21.89,22.23,,,23.12,29.33,24.08,24.61,25.32,26.01,26.44,26.53,26.73,26.87,27.3,27.48,28.64,28.66,28.53,28.22,,,436.8,27.55,28.5,28.79,29.3,30.5,31.12,31.54,32.69,32.83,33.29,33.89,34.2,33.7,33.56,,,33.7,34.35,35.49,35.51,36.05,37.3,37.59,38.09,38.22,38.61,39.2,39.33,39.37,39.25,,,39.17,40.26,40.36,41.31,41.82,47.3,46.6,46.71,46.67,46.47,46.05,45.98,,,44.07,46.02,45.63,45.72,46.94,47.51,47.72,48.25,48.51,48.14,47.86,48.5,48.6,48.18,,,48.6,49.81,50.19,50.37,50.34,50.78,51.11,51.05,51.79,51.27,51.38,51.52,,,51.52,51.21,51.71,53.26,53.52,53.92,54.48,54.05,54,55.08,55.17,,North
82422,1,litu,541.3,546.5,831,6.9,19.5,,1.24,1.32,541.2,32.09,32.39,33.95,33.64,36.51,36.91,36.67,37.1,37.36,37.26,37.05,37.13,37.2,37.41,37.43,37.5,37.8,37.47,37.75,37.24,36.73,,,35.02,35.74,35.53,36.24,37.87,39.18,39.67,39.98,40.18,40.47,40.99,41.5,41.74,41.37,40.85,41.83,,,545.2,39.75,39.58,39.43,40.28,41.76,44.28,45.23,46.95,47.41,47.34,47.73,47.91,47.53,47.62,,,47.71,48.02,48.11,47.58,47.46,50.03,51.46,54.55,54.85,55.05,55.18,55.15,55.26,54.14,,,53.6,53.19,53.09,53.86,56.01,57.02,58.39,58.87,58.78,59.23,59.04,58.89,,,57.79,59.46,59.31,60.39,62.47,63.51,63.68,64.83,64.96,64.72,64.11,64.88,65.3,64.65,,,64.4,64.52,66.3,67.45,67.6,67.87,68.49,68.59,69.24,68.99,69.05,69.39,,,71.53,69.83,70.11,76.33,76.66,77.44,78.33,78.64,79.12,79.36,80.45,,North
90612,1,quru,523.7,552,910,10.7,14.0,,1.3,1.3,538,11.9,13.66,15.03,16.13,17.17,18.16,18.45,18.89,18.98,19.46,20.27,20.33,20.47,21.42,21.65,23.2,23.7,23.87,24,24.05,23.87,,,36.43,32.57,30.1,31.4,32.24,32.72,33.49,33.8,34.11,34.25,34.37,34.5,34.42,34.62,34.63,34.96,,,551.5,34.49,36.12,37.86,37.9,40.61,42.32,42.96,44.87,45.63,46.14,46.38,46.39,46.32,46.36,,,46.79,46.23,50.45,50.81,52.7,54.88,56.53,57.75,59.05,59.57,60.64,60.94,60.98,61.42,,,61.19,63.33,67.06,66.83,68.76,69.65,71.56,72.89,73.61,74.32,74.41,74.62,,,75.97,80.92,81.37,81.91,84.08,85.26,86.1,87.46,88.38,88.47,88.46,89.15,89.54,89.58,,,91.03,95.41,95.98,97.92,98.6,99.72,101.63,102.08,102.18,102.44,102.56,68.97,,,103.27,103.11,104.6,108.12,109.15,111.65,112.28,113.48,115.31,115.46,115.87,,South
90660,1,quru,911.9,947.4000244,913,4.9,7.9,,1.3,1.3,922.1,48.61,49.32,51.14,51.86,53.34,54.41,55.86,NA,NA,56.88,57.6,57.84,58.16,58.67,58.66,59.3,58.67,61.34,61.07,61.64,61.44,,,63.85,65.59,66.84,67.79,69.31,71.15,73.57,75.12,76.77,78.18,79.4,79.66,80.23,80.44,80.72,81.31,,,942,81.84,83.64,84.93,86.6,91.23,93.59,96.08,99.78,101.48,102.92,104.06,104.18,104.45,104.73,,,106.9,106.94,111.38,112.41,115.03,118.2,119.85,121.9,123.13,124.7,124.9,125.11,125.94,126.28,,,126.79,129.47,130.87,132.26,134.52,135.79,138.58,141.59,144.63,146.99,147.93,149.21,,,150.99,158.71,159.84,159.95,166.29,169.97,174.68,173.31,176.63,177.43,177.6,179.51,180.63,179.75,window too large for calipers 5/12,,185,189.76,192.91,199.02,199.41,200.28,26.07,27.24,27.59,32.12,31.92,32.12,"Replace band, replaced 7/27",,31.82,32.13,34.43,40.37,43.68,47.76,48.32,51.42,55.21,55.43,55.98,,South
90752,1,qual,484.7,510.1000061,916,12.4,7.4,,1.22,1.62,501,27.4,27.29,28.6,28.09,29.13,30.31,30.21,30.7,30.82,31.36,31.21,31.26,31.4,31.67,31.87,32.5,33.35,33.11,33.2,33,32.59,,,33.36,36.25,33.7,38.25,39.82,41.14,42.18,43.42,43.92,44.34,44.81,44.95,45.22,45.8,45.11,45.19,,,503.9,44.07,44.05,47.44,49.51,52.35,55.16,57.37,58.96,59.6,60.65,61.6,61.72,61.53,61.78,,,61.9,63.22,65.7,65.77,67.91,72.65,74.17,75.46,75.85,77.38,79.44,79.39,79.06,NA,band on the ground (10/2014),,6.91,6.99,10.58,10.83,11.57,11.28,11.92,12.63,12.94,12.94,12.97,13.18,,,14.01,17.57,17.68,17.87,20.01,21.75,22.42,24.01,24.91,24.85,24.75,25.06,25.97,25.75,,,26.71,31.64,33.16,35.8,36.4,39.9,40.23,40.1,40.6,40.47,40.12,40.71,,,41.08,40.88,42.62,43.85,45.84,46.98,48.68,48.55,48.71,50.58,50.58,,North
91477,1,litu,208.5,210,908,19.3,3.5,,1.3,1.3,213,21.92,22.4,22.85,23.04,23.81,24.82,24.82,24.68,24.64,24.9,25.13,25.12,25.03,25.16,25.03,25.8,25.8,25.65,25.76,25.83,25.7,,,33.04,26.4,25.87,26.14,27.07,28.13,28.67,28.68,28.81,28.88,28.92,29.01,29.05,29.14,29.15,29.37,,,218,29.02,29.26,29.93,29.22,30.32,31.59,32.32,32.93,32.99,33,33.1,32.97,33.06,33.21,,,33.48,33.03,33.92,33.79,33.99,34.79,35.48,35.4,35.85,35.63,35.96,36.11,36.09,35.91,,,35.85,36.45,36.8,36.98,37.6,37.67,38.27,38.26,38.21,38.14,38.1,38.11,,,38.52,39.15,39.05,39.09,40.07,40.26,40.16,40.37,40.37,40.25,40.25,40.37,40.42,40.2,,,40.59,41.11,41.48,42.02,42.08,42.28,42.7,42.77,42.74,42.68,42.69,42.76,,,42.11,43.05,43.6,43.74,44.06,44.98,45.36,45.15,46.09,45.64,45.69,,South
92139,1,quru,111.0,113.5,920,17.6,0.3,,1.3,1.3,113,30.17,30.55,29.78,30.31,30.4,30.17,30.35,30.73,30.76,30.25,30.62,30.57,30.97,31.28,31.29,30.74,30.79,30.28,30.66,30.79,30.69,,,30.2,30.32,30.33,30.51,30.6,30.64,30.49,30.77,30.87,31.49,31.63,31.19,31.54,31.34,30.78,31.06,,,116.7,30.82,31.39,31.09,31.37,31.61,31.69,32.54,31.71,32.43,31.87,32.02,32.25,31.73,31.51,,,31.66,31.96,32.53,32.34,32.65,32.82,32.7,33.02,32.94,32.84,33.09,33.1,33.03,33.18,,,32.97,33.42,33.63,33.97,34.24,34.09,34.43,34.42,34.29,34.16,34.33,34.37,,,34.27,34.83,34.9,34.88,35.07,34.57,35.05,35.12,35.29,34.98,35.26,35.38,35.71,35.55,,,36.8,36.38,36.58,36.13,36.65,36.9,37.27,37.96,38,37.61,37.46,37.13,,,38.09,38.17,37.36,38.2,38.27,38.28,38.38,38.53,38.76,38.83,38.42,,North
92234,1,qual,193.1,0,922,20.1,19.1,,1.3,1.3,200,4.8,4.71,5.31,5.26,NA,4.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEAD,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEAD 2011,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEAD 2011,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEAD 2011,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEAD 2011,,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,North
100754,1,quru,411.7,430.2000122,1005,3.8,6.8,,1.35,1.3,421,99.77,100.46,101.26,101.71,102.62,103.53,103.46,104.45,104.62,104.01,105.02,104.79,105.11,105.37,105.2,106,106.15,105.87,106.08,106.49,105.97,,,107.55,109.67,100.42,110.93,111.59,112.47,112.94,113.72,114.37,114.76,114.99,115.19,115.28,115.59,115.6,115.59,,,428.8,115.25,117.27,120.11,119.06,121.83,122.17,122.42,123.46,123.97,124.3,124.44,124.41,124.53,124.45,,,124.22,124.57,127.2,131.1,133.03,130.17,132.84,133,133.85,135.22,135.23,135.5,135.58,135.6,,,135.27,137.07,139.91,139.77,140.97,141.15,142.91,143.93,144.5,144.87,144.93,145.08,,,145.81,149.97,150.28,150.65,152.11,153.24,153.51,153.74,154.45,154.56,154.86,154.66,155.11,155.02,window too large for calipers 8/4,,159,12.14,13.22,13.73,14.31,14.86,15.47,15.47,15.48,15.89,15.88,17.27,,,16.7,16.43,17.34,20.84,21.57,23.18,24.35,24.71,27.08,25.45,25.73,,South
100771,1,quru,876.5,921.0999756,1005,8.5,17,,1.34,1.52,882.4,69.99,71.84,73.97,75.67,76.87,79.44,79.86,81.5,81.6,82.59,83.75,83.87,84.8,85.94,87.07,88.1,89.05,88.9,89.04,89.45,89.18,,,93.35,97.48,99.8,102.2,105.19,107.58,109.95,112.22,116.96,118.08,119.71,119.89,120.91,121.45,121.53,121.11,,,912.5,123.33,125.22,126.84,129.26,133.16,135.64,138.78,141.44,143.43,145.51,146.91,146.59,146.53,146.67,,,147.94,147.84,151.99,153.55,157,160.98,162.65,166.52,168.62,168.15,171.93,174.1,184.46,177.9,"wrong measument on 09/15/2014, ",,175.5,178.5,35.18,39.8,42.43,45.27,47.59,51.52,54.51,56.43,57.07,57.8,new nand 04/28/2015. band adjusted 6/17/15,,59.57,65.51,66.81,69.12,72.32,75.02,77.03,79.44,81.66,82.56,82.56,84.03,84.34,84.66,,,87.57,92.52,95.99,98.54,99.18,100.74,103.49,104.78,105.44,107.19,107.35,100.96,,,107,107.56,110.58,113.49,116.12,119.87,122.27,123.71,126.15,127.93,129.87,,South
100905,1,litu,640.5,659.4000244,1008,10,1.6,,1.3,1.3,646,40.63,41.53,43.29,44.44,46.9,50.08,50.86,51.9,51.98,53.36,54.33,54.3,53.81,54.11,53.85,55.7,55.69,55.61,55.18,54.82,54.5,,,52.06,53.3,53.52,55.84,59.97,62.79,64.78,66.02,66.59,66.84,67.06,67.12,67.2,67.31,67.3,66.3,,,654,64.05,64.29,65.1,65.1,67.72,72.25,74.77,78.54,78.68,78.96,79.3,78.88,78.93,78.83,,,77.88,76.03,78.18,77.5,77.89,81.33,85.17,86.81,88.27,88.28,89.8,90.08,90.27,88.64,,,87.68,87.48,87.38,88.49,92.02,94.76,98.33,100.38,100.63,100.97,100.58,100.43,,,98.14,101.09,100.43,101.82,106.87,110.05,111.31,112.72,113,112.72,111.69,112.88,113.2,112.01,,,109.79,112.86,112.87,116.67,117.84,119.44,120.91,121.22,121.25,121.23,121.26,121.7,,,121.6,120.87,120.66,120.26,122.17,126.62,130.46,131.34,131.56,133.14,133.75,,South
100960,1,quru,514.0,563.5,1010,13.8,10.5,,1.3,1.3,536,22.05,23.91,26.09,27.45,28.26,30.88,31.33,32.63,32.73,33.87,34.97,35.65,36.27,38.15,39.09,41.4,41.66,41.9,42.28,42.41,42.26,,,46.58,51.11,53.37,56.85,59.32,61.89,64.06,66.67,69.12,71.32,72.85,73.44,73.57,73.86,73.88,73.45,,,559,72.76,77.12,79.32,81.75,86.16,88.68,90.86,94.8,96.73,97.99,99.59,99.82,99.85,99.91,,,102.05,102.1,104.9,106.69,108.48,112.47,114.62,116.23,118.07,119.06,122.01,123.38,123.9,124.41,,,124.8,127.55,130.06,132.83,134.9,137.17,140.26,142.7,144.75,146.38,146.72,148.06,,,153.2,156.08,158.02,159.95,163.35,169.58,174.89,168.84,171.51,170,171.9,173.55,174.05,173.88,window too large for calipers 5/12,,178.5,8.74,10.06,11.65,12.65,13.24,16.65,16.74,17.61,18.78,18.94,20.35,,,19.92,19.49,21.42,25.63,26.85,30.07,30.9,32.5,32.51,35.64,36.78,,South
102177,1,qual,685.0,702.7999878,1020,3.4,11.7,,1.3,1.3,698,22.05,24.39,25.67,25.89,27.3,28.62,28.72,29.11,29.35,29.41,29.77,29.98,29.82,29.76,29.96,31.04,31.49,59.61,35.32,34.92,34.51,,,34.22,35.65,36.81,38.62,39.53,41.26,41.43,41.96,42.68,42.77,43.16,43.68,43.07,43.42,43.21,43.66,,,699,43.22,44.2,54.23,45.44,47.97,49.61,50.41,52.76,53.21,53.5,53.55,53.76,54.12,54.35,,,54.13,54.79,57.54,57.7,59.4,63.37,64.4,65.12,66.23,66.55,66.72,68.25,67.92,67.82,,,68.13,69.48,70.5,72.04,73.63,74.49,75.89,76.63,76.83,77.58,77.44,77.39,,,77.91,82.06,82.18,82.6,84.97,86.31,86.96,88.01,88.5,87.71,87.63,88.34,88.91,88.23,,,89.67,93.03,94.41,94.86,95.98,96.12,98.35,97.83,98.44,98.25,98.27,98.88,,,98.09,97.89,99.52,101.15,102.06,103.26,104.48,104.4,104.41,105.68,105.94,,North
102258,1,qual,418.2,430,1022,10.3,17.4,,1.3,1.3,421,91.22,91.45,NA,92.45,93.25,93.96,94.09,94.19,94.06,95.69,94.4,94.83,95.13,94.8,95.49,95,95.23,94.8,94.96,95.11,94.27,Not collected on 5/19/11.,,94.39,96.21,95.6,95.75,96.4,96.98,97.72,97.78,97.95,97.9,97.91,98.9,97.96,98.13,97.31,97.06,,,422.3,96.32,97.69,97.87,98.81,99.35,99.86,101.35,100.92,101.51,100.8,100.78,100.84,100.56,100.3,No measurement taken 5/19/11.,,100.72,99.69,102.58,102.22,102.91,104.06,104.13,104.48,104.69,104.7,104.25,no taken,105.79,104.92,Not collected on 09/2/201,,104.32,106.02,106.54,107.28,108.04,107.91,108.53,108.7,108.77,108.63,108.82,108.78,band slightly adjusted 6/16/15,,108.74,111.42,111.29,111.85,112.5,112.55,112.35,112.38,113.11,112.37,112.7,113.12,112.86,113,,,113.2,114.75,114.98,114.77,115.16,115.49,115.71,115.8,116.09,115.77,116.06,116.04,,,115.53,114.82,115.95,117.88,118.29,117.81,119.23,119.78,124,119.39,119.35,,North
102261,1,qual,638.5,651.5,1022,5.3,20.1,,1.4,1.3,637,45.36,45.62,47.1,48.25,49.94,51.55,50.91,52.23,52.28,52.97,52.91,52.93,53.43,53.5,53.89,54,54.7,54.83,55.29,55.15,54.93,,,57.18,59.43,60.29,61.61,63.41,64.97,65.74,66.42,67.02,67.4,67.6,67.91,68.04,68.46,67.84,68.23,,,646.2,67.35,68.88,69.47,70.86,72.51,74,75.53,75.91,76.31,76.67,77.55,77.84,77.35,77.47,,,77.69,77.34,80.91,81.11,82.59,85.29,86.85,88.62,89.56,90.27,90.51,91.63,91.65,92.18,,,91.28,93.76,94.59,97.01,99.61,100.32,102.75,103.99,104.6,105.08,105.08,105.35,,,107.01,112.37,112.73,113.04,115.54,116.73,117.18,118.69,119.08,118.93,119.05,119.62,120.53,119.91,,,121.6,125.59,126.65,127.58,127.89,128.43,129.89,129.75,130.24,130.13,130.35,130.9,,,130.73,130.5,131.44,133.98,135.66,137.08,136.64,138.34,140,140.88,142.04,,North
102262,1,qual,516.1,532.7999878,1022,1.8,21.1,,1.3,1.3,529,40.37,40.3,41.68,41.82,43.3,44.53,44.83,44.75,44.77,45.46,45.57,45.38,45.85,46.23,46.58,48,47.1,46.96,47.09,54.91,53.62,,,50.9,51.52,51.47,52.21,52.86,53.54,53.45,53.82,53.96,54.35,54.76,54.82,54.23,54.75,54.24,54.45,,,524.1,53.85,54.7,54.76,54.9,56.65,57.33,59.5,58.12,58.77,58.15,58.74,59.38,58.55,58.83,,,58.81,58.55,60.21,60.12,60.57,61.84,62.2,62.62,62.77,62.87,62.93,63.88,63.78,63.94,,,63.31,64.9,65.02,66,67.2,67.66,68.38,69.03,68.86,68.88,66.81,69.27,,,69.38,72.63,72.72,72.51,73.67,74.25,72.44,75.16,75.3,74.91,74.64,75.32,75.83,75.16,,,75.3,77.52,77.93,78.05,77.65,78.63,79.38,79.11,79.68,81.86,81.7,81.27,,,80.55,80.2,81.01,82.69,83.36,84.15,84.9,84.58,86,85.68,86.56,,North
